"scientificname";"worms_id";"rank";"species";"worms_id_species";"count"
"Acineta";172365;"Genus";"";;3
"Collemopsidium";437483;"Genus";"";;3
"Rhabdammina scabra";113905;"Species";"Rhabdammina scabra";113905;3
"Xenophora solarioides";743870;"Species";"Xenophora solarioides";743870;3
"Chlopsis dentatus";221382;"Species";"Chlopsis dentatus";221382;3
"Vibrio ostrearius";573681;"Species";"Vibrio ostrearius";573681;3
"Paralamprops orbicularis";110520;"Species";"Paralamprops orbicularis";110520;3
"Terebellides atlantis";332501;"Species";"Terebellides atlantis";332501;3
"Pyramidulina sceptrum";1027816;"Species";"Pyramidulina sceptrum";1027816;3
"Ungulinidae";220;"Family";"";;3
"Bulimina glomarchallengeri";904591;"Species";"Bulimina glomarchallengeri";904591;3
"Coelorinchus caudani";280264;"Species";"Coelorinchus caudani";280264;3
"Aaptos papillata";134242;"Species";"Aaptos papillata";134242;3
"Thermosediminibacter";391950;"Genus";"";;3
"Odostomia restii";141012;"Species";"Odostomia restii";141012;3
"Protaspa glans";881410;"Species";"Protaspa glans";881410;3
"Thigmophrya annella";427078;"Species";"Thigmophrya annella";427078;3
"Rosseliana rosselii";111431;"Species";"Rosseliana rosselii";111431;3
"Brinkmanniella macrostomoides";143318;"Species";"Brinkmanniella macrostomoides";143318;3
"Siniotrochus myriodontus";124451;"Species";"Siniotrochus myriodontus";124451;3
"Dictyota ciliolata";145365;"Species";"Dictyota ciliolata";145365;3
"Paraconchoecia echinata";127839;"Species";"Paraconchoecia echinata";127839;3
"Himantozoum margaritifera";471115;"Species";"Himantozoum margaritifera";471115;3
"Metalinhomoeus setosus";161187;"Species";"Metalinhomoeus setosus";161187;3
"Sarsamphiascus caudaespinosus";549125;"Species";"Sarsamphiascus caudaespinosus";549125;3
"Syllides articulocirratus";131403;"Species";"Syllides articulocirratus";131403;3
"Madracis";135125;"Genus";"";;3
"Diplopteraster multipes";124128;"Species";"Diplopteraster multipes";124128;3
"Eusirus biscayensis";102198;"Species";"Eusirus biscayensis";102198;3
"Pseudopolymorphina dawsoni";710354;"Species";"Pseudopolymorphina dawsoni";710354;3
"Bathophilus longipinnis";158846;"Species";"Bathophilus longipinnis";158846;3
"Microlaimus pinguis";153418;"Species";"Microlaimus pinguis";153418;3
"Acryptolaria crassicaulis";117680;"Species";"Acryptolaria crassicaulis";117680;3
"Ceramonematidae";2176;"Family";"";;3
"Urocorycaeus longistylis";765217;"Species";"Urocorycaeus longistylis";765217;3
"Lucernaria auricula";152207;"Species";"Lucernaria auricula";152207;3
"Monocosta fennica";105578;"Species";"Monocosta fennica";105578;3
"Haloclavidae";100671;"Family";"";;3
"Yoldiella americana";506503;"Species";"Yoldiella americana";506503;3
"Heterodinium doma";110053;"Species";"Heterodinium doma";110053;3
"Pteraster alveolatus";124144;"Species";"Pteraster alveolatus";124144;3
"Leptosphaeria albopunctata";147673;"Species";"Leptosphaeria albopunctata";147673;3
"Navicula peregrina";149456;"Species";"Navicula peregrina";149456;3
"Hatschekia nodosa";361796;"Species";"Hatschekia nodosa";361796;3
"Aegisthus spinulosus";115510;"Species";"Aegisthus spinulosus";115510;3
"Chiloscyllium arabicum";277827;"Species";"Chiloscyllium arabicum";277827;3
"Calyptronema sabulicola";122077;"Species";"Calyptronema sabulicola";122077;3
"Lomanotus";138140;"Genus";"";;3
"Desmodora (Croconema) sphaericum";231127;"Species";"Desmodora (Croconema) sphaericum";231127;3
"Peltogastrella sulcata";134799;"Species";"Peltogastrella sulcata";134799;3
"Teredo";138539;"Genus";"";;3
"Platybdella anarrhichae";116981;"Species";"Platybdella anarrhichae";116981;3
"Conus flavidus";215518;"Species";"Conus flavidus";215518;3
"Epinephelus fuscoguttatus";218218;"Species";"Epinephelus fuscoguttatus";218218;3
"Bryopsis pennata";144456;"Species";"Bryopsis pennata";144456;3
"Aonidella dayi";332986;"Species";"Aonidella dayi";332986;3
"Pyrgomatidae";106058;"Family";"";;3
"Lyrella rudiformis";590798;"Species";"Lyrella rudiformis";590798;3
"Paracyatholaimus proximus";120908;"Species";"Paracyatholaimus proximus";120908;3
"Nymphon longitarse";134696;"Species";"Nymphon longitarse";134696;3
"Exocoetidae";125452;"Family";"";;3
"Phryganella marinus";136865;"Species";"Phryganella marinus";136865;3
"Heterocerus maritimus";150833;"Species";"Heterocerus maritimus";150833;3
"Lissodendoryx (Lissodendoryx) vicina";169002;"Species";"Lissodendoryx (Lissodendoryx) vicina";169002;3
"Arete indica";221011;"Species";"Arete indica";221011;3
"Setosellina roulei";111385;"Species";"Setosellina roulei";111385;3
"Diplolaimella ocellata";121426;"Species";"Diplolaimella ocellata";121426;3
"Cuapetes platycheles";514525;"Species";"Cuapetes platycheles";514525;3
"Borrelia";571017;"Genus";"";;3
"Vitreolina curva";139898;"Species";"Vitreolina curva";139898;3
"Acanthocope unicornis";182940;"Species";"Acanthocope unicornis";182940;3
"Conilera";118400;"Genus";"";;3
"Gomphonema olivaceum";149562;"Species";"Gomphonema olivaceum";149562;3
"Gymnobela tenelluna";815974;"Species";"Gymnobela tenelluna";815974;3
"Bathymysis helgae";119961;"Species";"Bathymysis helgae";119961;3
"Kukenthalia borealis";103893;"Species";"Kukenthalia borealis";103893;3
"Mesocletodes thieli";115671;"Species";"Mesocletodes thieli";115671;3
"Eulimella similebala";458088;"Species";"Eulimella similebala";458088;3
"Cnemidocarpa mortenseni";103875;"Species";"Cnemidocarpa mortenseni";103875;3
"Cribrostomoides subglobosus";254681;"Species";"Cribrostomoides subglobosus";254681;3
"Gymnodinium opressum";232830;"Species";"Gymnodinium opressum";232830;3
"Siphonina bradyana";418098;"Species";"Siphonina bradyana";418098;3
"Euchlanis";134939;"Genus";"";;3
"Hymedesmia (Stylopus) hibernica";235908;"Species";"Hymedesmia (Stylopus) hibernica";235908;3
"Erythropeltis";182770;"Genus";"";;3
"Trochamminopsis pseudovesicularis";1030646;"Species";"Trochamminopsis pseudovesicularis";1030646;3
"Proplectella ellipsoida";417241;"Species";"Proplectella ellipsoida";417241;3
"Polyipnus polli";127313;"Species";"Polyipnus polli";127313;3
"Streptopinna saccata";216656;"Species";"Streptopinna saccata";216656;3
"Navicula granulata";149436;"Species";"Navicula granulata";149436;3
"Pyrocystis obtusa";110333;"Species";"Pyrocystis obtusa";110333;3
"Ankistrodinium semilunatum";836894;"Species";"Ankistrodinium semilunatum";836894;3
"Ameira minuta";115519;"Species";"Ameira minuta";115519;3
"Cribrostomoides trinitatensis";734680;"Species";"Cribrostomoides trinitatensis";734680;3
"Aclis sarsi";138682;"Species";"Aclis sarsi";138682;3
"Metopella longimana";103141;"Species";"Metopella longimana";103141;3
"Callista";138632;"Genus";"";;3
"Neoteuthis";341447;"Genus";"";;3
"Placorhynchus octaculeatus";143167;"Species";"Placorhynchus octaculeatus";143167;3
"Heteropsammia cochlea";207501;"Species";"Heteropsammia cochlea";207501;3
"Ophiopyren";123551;"Genus";"";;3
"Segonzactis hartogi";283510;"Species";"Segonzactis hartogi";283510;3
"Eriphioidea";439029;"Superfamily";"";;3
"Richtersia heipi";161053;"Species";"Richtersia heipi";161053;3
"Cytheropteron champlainum";423307;"Species";"Cytheropteron champlainum";423307;3
"Lyngbya confervoides";211665;"Species";"Lyngbya confervoides";211665;3
"Desmoscolex amaurus";121113;"Species";"Desmoscolex amaurus";121113;3
"Polaruschakov reyssi";130825;"Species";"Polaruschakov reyssi";130825;3
"Farrea herdendorfi";171744;"Species";"Farrea herdendorfi";171744;3
"Nicomache maculata";130312;"Species";"Nicomache maculata";130312;3
"Leodamas marginatus";871019;"Species";"Leodamas marginatus";871019;3
"Reteporella notopachys";1150232;"Species";"Reteporella notopachys";1150232;3
"Melanella spiridioni";139865;"Species";"Melanella spiridioni";139865;3
"Dytaster mollis";123891;"Species";"Dytaster mollis";123891;3
"Pseudocythereis";391244;"Genus";"";;3
"Bathydrilus medius";137521;"Species";"Bathydrilus medius";137521;3
"Punctodora ratzeburgensis";120717;"Species";"Punctodora ratzeburgensis";120717;3
"Convoluta convoluta";142602;"Species";"Convoluta convoluta";142602;3
"Leuconidae";110382;"Family";"";;3
"Amphorides quadrilineata";235769;"Species";"Amphorides quadrilineata";235769;3
"Skeletonema menzelii";376361;"Species";"Skeletonema menzelii";376361;3
"Leucandra pumila";164368;"Species";"Leucandra pumila";164368;3
"Rhizosolenia debyana";410020;"Species";"Rhizosolenia debyana";410020;3
"Pristotis obtusirostris";277180;"Species";"Pristotis obtusirostris";277180;3
"Bunodeopsis pelagica";283509;"Species";"Bunodeopsis pelagica";283509;3
"Dipsastraea albidus";758223;"Species";"Dipsastraea albidus";758223;3
"Retilaskeya horrida";1053689;"Species";"Retilaskeya horrida";1053689;3
"Acanthonotozoma magnum";101874;"Species";"Acanthonotozoma magnum";101874;3
"Sphaerodoropsis minuta";131096;"Species";"Sphaerodoropsis minuta";131096;3
"Bathydrilus atlanticus";137518;"Species";"Bathydrilus atlanticus";137518;3
"Placoneis elginensis";175671;"Species";"Placoneis elginensis";175671;3
"Platidiidae";104034;"Family";"";;3
"Paraschizopera menaiensis";116524;"Species";"Paraschizopera menaiensis";116524;3
"Heronallenia crosbyi";763809;"Species";"Heronallenia crosbyi";763809;3
"Propebela scalaris";160447;"Species";"Propebela scalaris";160447;3
"Halamphora costata";624078;"Species";"Halamphora costata";624078;3
"Axinella arctica";132465;"Species";"Axinella arctica";132465;3
"Callyspongia (Callyspongia) simplex";166198;"Species";"Callyspongia (Callyspongia) simplex";166198;3
"Vitjazema alappetus";183485;"Species";"Vitjazema alappetus";183485;3
"Turrisipho";137714;"Genus";"";;3
"Stauropathes punctata";291112;"Species";"Stauropathes punctata";291112;3
"Metaverruca aequalis";106251;"Species";"Metaverruca aequalis";106251;3
"Thalassiosira kushirensis";495332;"Species";"Thalassiosira kushirensis";495332;3
"Haloceras tricarinata";140064;"Species";"Haloceras tricarinata";140064;3
"Ephesiella cantonei";131082;"Species";"Ephesiella cantonei";131082;3
"Trituba additicia";180938;"Species";"Trituba additicia";180938;3
"Coeloplana";264971;"Genus";"";;3
"Ditrichocorycaeus andrewsi";128804;"Species";"Ditrichocorycaeus andrewsi";128804;3
"Acropora divaricata";207106;"Species";"Acropora divaricata";207106;3
"Notodoris serenae";531091;"Species";"Notodoris serenae";531091;3
"Giselina";346500;"Genus";"";;3
"Prochromadorella subterranea";120715;"Species";"Prochromadorella subterranea";120715;3
"Palythoa canariensis";581631;"Species";"Palythoa canariensis";581631;3
"Spirorhabdia vidua";169093;"Species";"Spirorhabdia vidua";169093;3
"Peneroplis arietinus";1255426;"Species";"Peneroplis arietinus";1255426;3
"Virgulariidae";128488;"Family";"";;3
"Buccinum tumidulum";138877;"Species";"Buccinum tumidulum";138877;3
"Trachymedusae";16350;"Order";"";;3
"Microclymene";129355;"Genus";"";;3
"Acanthopharynx micans";120956;"Species";"Acanthopharynx micans";120956;3
"Histiobranchus";125653;"Genus";"";;3
"Ceriosporopsis halima";100373;"Species";"Ceriosporopsis halima";100373;3
"Cytherois australis";391404;"Species";"Cytherois australis";391404;3
"Halacarus prolongatus";114955;"Species";"Halacarus prolongatus";114955;3
"Lepeta";138111;"Genus";"";;3
"Plocamium nanum";376837;"Species";"Plocamium nanum";376837;3
"Kinetoskias smitti";111179;"Species";"Kinetoskias smitti";111179;3
"Euprymna";341426;"Genus";"";;3
"Molpadia maroccana";124800;"Species";"Molpadia maroccana";124800;3
"Liopropoma susumi";218259;"Species";"Liopropoma susumi";218259;3
"Citharina";595826;"Genus";"";;3
"Gangliopus pyriformis";135977;"Species";"Gangliopus pyriformis";135977;3
"Sphyrna";105730;"Genus";"";;3
"Phylo kuwaitica";330649;"Species";"Phylo kuwaitica";330649;3
"Gaidropsarus granti";126454;"Species";"Gaidropsarus granti";126454;3
"Curveulima devians";152380;"Species";"Curveulima devians";152380;3
"Parupeneus";204915;"Genus";"";;3
"Cheliplana";142341;"Genus";"";;3
"Hyalonema (Cyliconema) thomsoni";171475;"Species";"Hyalonema (Cyliconema) thomsoni";171475;3
"Schizomavella auriculata";111091;"Species";"Schizomavella auriculata";111091;3
"Forcepia (Forcepia) thielei";168877;"Species";"Forcepia (Forcepia) thielei";168877;3
"Lumbricillus scoticus";137451;"Species";"Lumbricillus scoticus";137451;3
"Peltocoxa";101455;"Genus";"";;3
"Cirriformia filigera";209871;"Species";"Cirriformia filigera";209871;3
"Callionymus mascarenus";219773;"Species";"Callionymus mascarenus";219773;3
"Corynosoma strumosum";100614;"Species";"Corynosoma strumosum";100614;3
"Lophothrix";104225;"Genus";"";;3
"Histioneis voucki";109688;"Species";"Histioneis voucki";109688;3
"Janibacter";559629;"Genus";"";;3
"Rhodella violacea";145790;"Species";"Rhodella violacea";145790;3
"Desmoscolex paralongisetosus";183121;"Species";"Desmoscolex paralongisetosus";183121;3
"Uroconger";158573;"Genus";"";;3
"Pseudonychocamptus koreni";116320;"Species";"Pseudonychocamptus koreni";116320;3
"Leptochiton algesirensis";140196;"Species";"Leptochiton algesirensis";140196;3
"Globorotalia scitula scitula";;"Subspecies";"Globorotalia scitula";113452;3
"Menaethius";204574;"Genus";"";;3
"Odostomia odostomella";141007;"Species";"Odostomia odostomella";141007;3
"Ferribacterium";571430;"Genus";"";;3
"Suttonella";571222;"Genus";"";;3
"Askoella janssoni";426717;"Species";"Askoella janssoni";426717;3
"Chromadorella parapoecilosoma";120692;"Species";"Chromadorella parapoecilosoma";120692;3
"Ophelia radiata";155474;"Species";"Ophelia radiata";155474;3
"Oneirodes";125811;"Genus";"";;3
"Parapasiphae cristata";107672;"Species";"Parapasiphae cristata";107672;3
"Gymnodinioides inkystans";172331;"Species";"Gymnodinioides inkystans";172331;3
"Gasterosteus aculeatus aculeatus";236462;"Subspecies";"Gasterosteus aculeatus";126505;3
"Polytoma papillata";341615;"Species";"Polytoma papillata";341615;3
"Lutjanus argentimaculatus";218498;"Species";"Lutjanus argentimaculatus";218498;3
"Hippomenella";110924;"Genus";"";;3
"Hardametopa";101761;"Genus";"";;3
"Amphidinium stigmatum";109756;"Species";"Amphidinium stigmatum";109756;3
"Dimorphina tuberosa";523342;"Species";"Dimorphina tuberosa";523342;3
"Ochromonadales";157237;"Order";"";;3
"Syncoryne reinkei";144883;"Species";"Syncoryne reinkei";144883;3
"Nansenia";125893;"Genus";"";;3
"Barathronus";125843;"Genus";"";;3
"Ancistrum venerupis";427153;"Species";"Ancistrum venerupis";427153;3
"Daptonema acrilabiatum";121517;"Species";"Daptonema acrilabiatum";121517;3
"Amblyeleotris sungami";209270;"Species";"Amblyeleotris sungami";209270;3
"Marionina argentea";137459;"Species";"Marionina argentea";137459;3
"Rhynchostracion nasus";219914;"Species";"Rhynchostracion nasus";219914;3
"Platylepas hexastylos";106238;"Species";"Platylepas hexastylos";106238;3
"Purpurcapsula";555478;"Genus";"";;3
"Prochromadorella norwegica";120710;"Species";"Prochromadorella norwegica";120710;3
"Inimicus filamentosus";212575;"Species";"Inimicus filamentosus";212575;3
"Metamblyops oculatus";852995;"Species";"Metamblyops oculatus";852995;3
"Spiroloculina antillarum";417752;"Species";"Spiroloculina antillarum";417752;3
"Tricolia";138564;"Genus";"";;3
"Navicula arenaria";149441;"Species";"Navicula arenaria";149441;3
"Septuma ocotillo";183418;"Species";"Septuma ocotillo";183418;3
"Gonothyraea";117031;"Genus";"";;3
"Ianiropsis";118363;"Genus";"";;3
"Clathrina minoricensis";164673;"Species";"Clathrina minoricensis";164673;3
"Metis ignea ignea";116880;"Subspecies";"Metis ignea";116380;3
"Uncispio";326067;"Genus";"";;3
"Ampelisca intermedia";101900;"Species";"Ampelisca intermedia";101900;3
"Prosorhochmus";122410;"Genus";"";;3
"Travisiopsis levinseni";131580;"Species";"Travisiopsis levinseni";131580;3
"Antipathes";103302;"Genus";"";;3
"Coryne pintneri";117470;"Species";"Coryne pintneri";117470;3
"Microgloma guilonardi";141984;"Species";"Microgloma guilonardi";141984;3
"Turbanella hyalina";114693;"Species";"Turbanella hyalina";114693;3
"Fusigobius inframaculatus";278767;"Species";"Fusigobius inframaculatus";278767;3
"Scytosiphon dotyi";145868;"Species";"Scytosiphon dotyi";145868;3
"Istiblennius edentulus";219294;"Species";"Istiblennius edentulus";219294;3
"Ciona gelatinosa";103730;"Species";"Ciona gelatinosa";103730;3
"Plagiotremus townsendi";219333;"Species";"Plagiotremus townsendi";219333;3
"Methylocystis";571351;"Genus";"";;3
"Callopora bathyalis";469282;"Species";"Callopora bathyalis";469282;3
"Cerithiopsis barleei";139074;"Species";"Cerithiopsis barleei";139074;3
"Dytaster semispinosus";123894;"Species";"Dytaster semispinosus";123894;3
"Cycloforina villafranca";112520;"Species";"Cycloforina villafranca";112520;3
"Ilyarachna frami";118675;"Species";"Ilyarachna frami";118675;3
"Polyasterias";172816;"Genus";"";;3
"Silhouettea aegyptia";126935;"Species";"Silhouettea aegyptia";126935;3
"Ceramium comptum";144542;"Species";"Ceramium comptum";144542;3
"Ankyra";572079;"Genus";"";;3
"Osangularia plummerae";735567;"Species";"Osangularia plummerae";735567;3
"Protoglossus koehleri";137598;"Species";"Protoglossus koehleri";137598;3
"Oxytoxum longum";110100;"Species";"Oxytoxum longum";110100;3
"Methylopila";571352;"Genus";"";;3
"Cirrhilabrus rubriventralis";218953;"Species";"Cirrhilabrus rubriventralis";218953;3
"Sticteulima";137991;"Genus";"";;3
"Cuneolina";585282;"Genus";"";;3
"Cephalopholis hemistiktos";218188;"Species";"Cephalopholis hemistiktos";218188;3
"Conus frigidus";215561;"Species";"Conus frigidus";215561;3
"Synodontium sansingi";153229;"Species";"Synodontium sansingi";153229;3
"Chromadorita heterophya";120747;"Species";"Chromadorita heterophya";120747;3
"Bathynectes";106920;"Genus";"";;3
"Gyptis mackiei";130154;"Species";"Gyptis mackiei";130154;3
"Gonyaulax rostratum";110036;"Species";"Gonyaulax rostratum";110036;3
"Micronerilla minuta";130436;"Species";"Micronerilla minuta";130436;3
"Paradexiospira (Spirorbides) cancellata";334340;"Species";"Paradexiospira (Spirorbides) cancellata";334340;3
"Bolteniopsis";103515;"Genus";"";;3
"Bythocypris lucida";460170;"Species";"Bythocypris lucida";460170;3
"Araeolaimoides";231700;"Genus";"";;3
"Tryblionella navicularis";176534;"Species";"Tryblionella navicularis";176534;3
